symbol,date_0d,price_0d,perf_7d,perf_30d,perf_90d,perf_365d,listing_date,days_diff
MDKI.JK,2017-09-25 02:00:00,414.28570556640625,-34.482760398764995,-57.931032018854225,-51.03448067573244,-37.931034228747855,2017-09-25,0
CASH.JK,2020-05-04 02:00:00,384.0,4.166666666666666,25.0,45.83333333333333,-18.75,2020-05-04,0
CBPE.JK,2023-01-06 02:00:00,149.0,12.080536912751679,2.013422818791946,-0.6711409395973155,-13.422818791946309,2023-01-06,0
MKTR.JK,2022-11-08 02:00:00,130.0,2.307692307692308,-7.6923076923076925,22.30769230769231,-3.8461538461538463,2022-11-08,0
KEJU.JK,2019-11-25 02:00:00,1125.0,-7.555555555555555,-11.11111111111111,-23.555555555555554,3.111111111111111,2019-11-25,0
BCIP.JK,2009-12-11 02:00:00,173.0,47.398843930635834,30.057803468208093,76.30057803468208,35.83815028901734,2009-12-11,0
PURA.JK,2020-01-29 02:00:00,178.0,19.101123595505616,-19.662921348314608,-55.61797752808989,-31.46067415730337,2020-01-29,0
AIMS.JK,2001-07-20 02:00:00,365.0,57.534246575342465,122.6027397260274,-74.65753424657534,-50.0,2001-07-20,0
BAJA.JK,2011-12-21 02:00:00,340.0,-19.11764705882353,-20.588235294117645,-22.058823529411764,50.0,2011-12-21,0
DCII.JK,2021-01-06 02:00:00,525.0,200.95238095238096,1471.4285714285713,2061.904761904762,9171.42857142857,2021-01-06,0
SMLE.JK,2024-01-10 02:00:00,236.0,-21.610169491525426,-49.57627118644068,-37.71186440677966,-69.49152542372882,2024-01-10,0
AMAR.JK,2020-01-09 02:00:00,282.20611572265625,63.265310094913886,44.89795432843859,-37.07483132969192,-4.081632211676236,2020-01-09,0
HKMU.JK,2018-10-09 02:00:00,344.0,-2.3255813953488373,2.9069767441860463,4.069767441860465,-6.395348837209303,2018-10-09,0
AKKU.JK,2004-11-01 02:00:00,67.2027359008789,-8.888893177725754,-15.555554546417468,-28.888888636604364,-71.11111136339562,2004-11-01,0
AGAR.JK,2019-12-02 02:00:00,187.0,163.1016042780749,109.62566844919786,138.50267379679144,138.50267379679144,2019-12-02,0
LMAX.JK,2023-08-09 02:00:00,220.0,45.45454545454545,-9.090909090909092,-16.363636363636363,-90.9090909090909,2023-08-09,0
NANO.JK,2022-03-10 02:00:00,110.0,60.0,-19.090909090909093,-53.63636363636364,-76.36363636363637,2022-03-10,0
MAPI.JK,2004-11-10 02:00:00,70.0,-3.571428571428571,0.0,14.285714285714285,35.714285714285715,2004-11-10,0
BMAS.JK,2013-07-11 02:00:00,125.0964126586914,0.0,-1.538461819945151,-3.076923639890302,7.692303000914151,2013-07-11,0
HILL.JK,2023-03-01 02:00:00,1330.0,22.55639097744361,51.8796992481203,91.72932330827066,81.203007518797,2023-03-01,0
CGAS.JK,2024-01-08 02:00:00,422.0,16.587677725118482,-57.10900473933649,-59.241706161137444,-67.53554502369668,2024-01-08,0
MMIX.JK,2022-12-06 02:00:00,256.0,-7.03125,26.5625,126.5625,-35.15625,2022-12-06,0
LIFE.JK,2019-07-09 02:00:00,6050.0,0.0,-1.859504132231405,0.8264462809917356,11.570247933884298,2019-07-09,0
INDY.JK,2008-06-11 02:00:00,3425.0,-3.64963503649635,-8.75912408759124,-29.927007299270077,-17.51824817518248,2008-06-11,0
SURI.JK,2023-12-07 02:00:00,162.0,-1.2345679012345678,3.7037037037037033,83.9506172839506,48.148148148148145,2023-12-07,0
VKTR.JK,2023-06-19 02:00:00,111.0,4.504504504504505,19.81981981981982,13.513513513513514,4.504504504504505,2023-06-19,0
GAMA.JK,2012-07-11 02:00:00,178.0,20.786516853932586,17.97752808988764,68.53932584269663,107.86516853932584,2012-07-11,0
